Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
809,2,0.9452,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['as', 'anggota', 'jamaah', 'tabligh', 'ikut', 'ijtima', 'kabupaten', 'gowa', 'cluster', 'sebar', 'covid', 'number', 'serta', 'jamaah', 'negara']"
810,4,0.9583,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['kengen', 'banget', 'nonton', 'badminton', 'kangen', 'jantung', 'nonton', 'badminton', 'kangen', 'teriak', 'jls', 'lg', 'nonton', 'badminton', 'huhu', 'moga', 'pandemi', 'covid', 'number', 'cepat']"
811,5,0.9619,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['rumah', 'cari', 'makan', 'ubah', 'halte', 'rumah', 'penuh', 'nggak', 'orang', 'proyek', 'gedung', 'ramai', 'sepi', 'langit', 'kotor', 'bersih', 'allcaps', 'covid', 'allcaps', 'number', 'changes', 'everything']"
812,5,0.927,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['mati', 'allcaps', 'covid', 'allcaps', 'number', 'jadi', 'kumulatif', 'kes', 'mati', 'number', 'kes']"
813,1,0.9513,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['tangan', 'cegah', 'sebar', 'virus', 'allcaps', 'covid', 'allcaps', 'number', 'perintah', 'fasilitas', 'pajak', 'alat', 'sehat', 'dukung', 'fasilitas', 'simak', 'infografis']"
814,6,0.9485,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['buntut', 'pasien', 'positif', 'covid', 'number', 'grobogan', 'keluyur', 'sragen', 'pemkab', 'tes', 'warga', 'kontak', 'jagongan', 'tanon', 'dokter', 'tangan']"
815,2,0.5256,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['fraksi', 'partai', 'gerindra', 'allcaps', 'dpr', 'allcaps', 'bantu', 'number', 'allcaps', 'apd', 'allcaps', 'number', 'masker', 'sebar', 'rumah', 'sakit', 'daerah', 'rawan', 'covid', 'number', 'allcaps', 'dki', 'allcaps', 'jakarta', 'jawa', 'barat', 'banten', 'sumut', 'sul', 'sel', 'syukur']"
816,1,0.9742,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['bright', 'side', 'from', 'covid', 'number', 'situation', 'minum', 'ngerokok', 'bulan', 'moga', 'buka', 'puasa', 'ramadhan', 'bnykan', 'kantor', 'bukber', 'tmn', 'jrg', 'banget', 'rumah', 'moga', 'covid', 'ilang', 'cocok', 'ramadan', 'makes', 'realize', 'family', 'is', 'the', 'most', 'important', 'things']"
817,2,0.9619,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['jadi', 'semarang', 'sedih', 'awat', 'ngurus', 'pasien', 'covid', 'tinggal', 'jenazah', 'tolak', 'number', 'warga', 'kembali', 'rs', 'info', 'langsung', 'wali', 'santri', 'ibu', 'awat', 'pasien', 'covid']"
818,5,0.927,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['kaji', 'ubat', 'kait', 'gunting', 'rambut', 'memperlekehkan', 'kadar', 'infeksi', 'sebar', 'covid', 'number']"
819,1,0.9663,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['rapid', 'deteksi', 'antibodi', 'tubuh', 'ada', 'virus', 'tubuh', 'gejala', 'klinis', 'periksa', 'lab', 'curiga', 'covid', 'rapid', 'negatif', 'rapid', 'ulang', 'number', 'salah', 'periksa', 'akurat', 'iya', 'swab', 'iya', 'gitu']"
820,7,0.9416,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['api', 'asmara', 'bara', 'hangat', 'cium', 'detak', 'jantung', 'akan', 'irama', 'lena', 'pesona', 'alun', 'covid', 'dangdut']"
821,7,0.9539,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['situ', 'bawaslu', 'kabupaten', 'magetan', 'bantu', 'sembako', 'masker', 'harap', 'manfaat', 'bantu', 'kurang', 'beban', 'masyarakat', 'dampak', 'wabah', 'covid', 'number', 'hendrad']"
822,0,0.9698,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['puasa', 'time', 'allcaps', 'pkp', 'allcaps', 'sendu', 'nak', 'buka', 'kt', 'pergi', 'bazar', 'terawih', 'masjid', 'duduk', 'je', 'diam', 'kat', 'rumah', 'kang', 'kena', 'covid', 'number', 'sendu', 'hidup', 'kau', 'repeated', 'ada', 'repeated']"
823,0,0.8905,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['antisipasi', 'sebar', 'covid', 'number', 'arah', 'gubernur', 'jatim']"
824,6,0.9602,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['rm', 'tali', 'sokong', 'emosi', 'psikososial', 'allcaps', 'covid', 'allcaps', 'number', 'operasi', 'number', 'pagi', 'number', 'petang', 'hubung', 'number', 'number', 'number', 'number', 'number', 'number']"
825,2,0.8594,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['tgk', 'betapa', 'mudah', 'droplet', 'covid', 'number', 'rebak', 'kawasan', 'tutup', 'atur', 'mudah', 'musim', 'covid', 'number', 'sakit', 'batuk', 'mengada', 'nak', 'orang', 'ramai', 'elak', 'sentuh', 'muka', 'number', 'pakai', 'mask', 'luar', 'cuci', 'tangan', 'cuci_tangan', 'cuci_tangan']"
826,5,0.9562,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['achmad', 'yurianto', 'jaga', 'jarak', 'kontak', 'sosial', 'hindar', 'kerumun', 'hindar', 'temu', 'temu', 'hadir', 'orang', 'cegah', 'tular', 'covid', 'number', 'jaga_jarak', 'jaga_jarak']"
827,2,0.8748,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['anak', 'krakatau', 'alami', 'gejala', 'covid', 'number']"
828,5,0.8247,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['kaya', 'covid', 'number', 'kenal']"
829,0,0.8539,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['cegah', 'covid', 'number', 'rumah', 'ajah']"
830,6,0.9687,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['mantap', 'elongated', 'polda', 'jateng', 'proses', 'laku', 'tolak', 'makam', 'jenazah', 'allcaps', 'covid', 'allcaps', 'number', 'aman', 'orang', 'duga', 'provokasi', 'warga', 'tolak', 'makam', 'jenazah', 'makam_jenazah', 'makam_jenazah', 'makam_jenazah', 'makam_jenazah', 'makam_jenazah', 'makam_jenazah']"
831,2,0.9416,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['hubung', 'covid', 'number', 'pandemi', 'simpul', 'peristiwa', 'pandemi', 'dunia', 'covid', 'number', 'hikmah', 'covid', 'number', 'ambil']"
832,2,0.9027,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['sumbang', 'barangan', 'perlu', 'risalah', 'allcaps', 'covid', 'allcaps', 'number']"
833,2,0.9026,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['sehat', 'sehat', 'mas', 'moga', 'covid', 'lekas', 'ekonomi', 'pulih']"
834,4,0.9717,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['kadang', 'suka', 'ketawa', 'ngeliat', 'orang', 'indo', 'ngetwit', 'nada', 'sg', 'salah', 'laba', 'tangan', 'covid', 'smntr', 'dia', 'gatau', 'hari', 'sg', 'stay', 'jg', 'indo', 'nggak', 'tangan', 'covid', 'yaudahlah', 'iya', 'biarin', 'feel', 'better', 'kasihan']"
835,2,0.9485,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['darurat', 'allcaps', 'covid', 'allcaps', 'number', 'allcaps', 'kua', 'allcaps', 'tamalate', 'makassar', 'layan', 'nikah', 'pasang', 'suami', 'istri', 'kantor']"
836,5,0.9416,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['kerjasama', 'ada', 'obat', 'allcaps', 'covid', 'allcaps', 'number', 'indonesia', 'jepang', 'india', 'pusat', 'siar', 'pers', 'indonesia']"
837,6,0.9204,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['covid', 'number', 'number', 'anggota', 'allcaps', 'kkm', 'allcaps', 'positif', 'takat', 'date']"
838,0,0.9325,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['operasi', 'nyahkuman', 'pekan', 'simunjan', 'cegah', 'tular', 'covid', 'number', 'dapat', 'berita', 'penuh', 'fb']"
839,6,0.854,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['tumpang', 'gelap', 'nama', 'covid', 'number']"
840,2,0.9708,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['patroli', 'dialogis', 'personil', 'polsek', 'palu', 'utara', 'melaksanaka', 'giat', 'patroli', 'himbauan', 'selebaran', 'maklumat', 'kapolri', 'bahaya', 'tangkal', 'sebar', 'wabah', 'virus', 'corona', 'covid', 'number', 'swalayan', 'pasar', 'spbu', 'giat', 'rutin', 'polsek', 'palu', 'utara']"
841,2,0.9698,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'update', 'allcaps', 'tanggal', 'date', 'indonesia', 'umum', 'number', 'orang', 'allcaps', 'covid', 'allcaps', 'number', 'total', 'number', 'orang', 'awat', 'number', 'orang', 'sembuh', 'number', 'orang', 'number', 'tinggal', 'dunia', 'number', 'orang', 'number']"
842,4,0.9602,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['jokowi', 'batas', 'sosial', 'protokol', 'sehat', 'ketat', 'terap', 'kendali', 'sebar', 'covid', 'number', 'kurang', 'dampak', 'ekonomi', 'ikut', 'perintah', 'keluar', 'paket', 'insentif', 'ekonomi', 'warga']"
843,4,0.581,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['number', 'posko', 'covid', 'number', 'diri', 'sidoarjo', 'lengkap', 'fasilitas', 'alat', 'sehat', 'allcaps', 'apd', 'allcaps']"
844,6,0.9687,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['obat', 'cefixime', 'minum', 'dokter', 'langsung', 'bilang', 'minum', 'de', 'biar', 'cespleng', 'wayahna', 'bis', 'sangka', 'covid', 'mun', 'gohgoy', 'wae', 'lupa', 'minum', 'air', 'anget', 'number', 'number', 'minum', 'obat', 'dewa', 'bom']"
845,2,0.9619,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['sobat', 'allcaps', 'kukm', 'allcaps', 'tahu', 'rapat', 'anggota', 'koperasi', 'laksana', 'media', 'online', 'tulis', 'marak', 'sebar', 'virus', 'covid', 'number', 'koperasi', 'laksana', 'allcaps', 'rat', 'allcaps']"
846,2,0.9757,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'egois', 'allcaps', 'bgm', 'kondisi', 'kini', 'negara', 'adidaya', 'as', 'serang', 'virus', 'corona', 'pmerintah', 'as', 'smkin', 'mmprlihatkan', 'wjh', 'asli', 'sikap', 'egois', 'bgitu', 'nyta', 'bhkn', 'negara', 'tetangga', 'brjasa', 'mnyelamatkannya', 'msa', 'sulit', 'akibat', 'pandemi', 'allcaps', 'covid', 'allcaps', 'number']"
847,0,0.4776,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['teman', 'usaha', 'dampak', 'covid', 'allcaps', 'psbb', 'allcaps', 'bantu']"
848,6,0.9726,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['gara', 'gara', 'baca', 'berita', 'covid', 'number', 'cocok', 'search', 'lagu', 'suka', 'google', 'ketik', 'refleks', 'covid', 'nge', 'wa', 'teman', 'ketik', 'covid', 'nama', 'teman', 'revisi', 'judul', 'artikel', 'lagi', 'refleks', 'etik', 'covid', 'covid', 'number', 'haunts']"
849,7,0.927,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['tolong', 'kuarantin', 'kluster', 'kayangan', 'repeated', 'biar', 'malam', 'mimpi', 'kena', 'kusta', 'covid']"
850,4,0.6495,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['yess', 'repeated', 'kmren', 'priksanya', 'rs', 'nampung', 'pasien', 'covid', 'ttep', 'hati', 'sih', 'jaga', 'jarak', 'cuci', 'tangan', 'dst', 'jaga_jarak', 'cuci_tangan', 'jaga_jarak', 'cuci_tangan']"
851,2,0.9124,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['komsos', 'babinsa', 'gubeng', 'edukasi', 'warga', 'cegah', 'sebar', 'covid', 'number']"
852,0,0.9602,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['ketua', 'bawaslu', 'kabupaten', 'magetan', 'hendrad', 'subiyakto', 'ada', 'bhakti', 'sosial', 'rangka', 'ulang', 'bawaslu', 'number', 'bangun', 'solidaritas', 'bangsa', 'lawan', 'covid', 'number', 'virus', 'corona']"
853,5,0.927,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['antisipasi', 'tular', 'covid', 'number', 'polres', 'tanjung', 'balai', 'himbau', 'masyarakat', 'kerumun', 'rumah']"
854,0,0.9513,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['ringkas', 'repeated', 'positive', 'thinking', 'salah', 'hadap', 'covid', 'songolas', 'akibat', 'number', 'ilusi', 'kontrol', 'number', 'ilusi', 'superioritas', 'number', 'ilusi']"
855,5,0.9204,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['pasien', 'number', 'number', 'covid', 'number', 'jambi', 'isolasi', 'keluarga', 'gubernur', 'fu']"
856,0,0.9124,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['grafik', 'kembang', 'allcaps', 'covid', 'allcaps', 'number', 'kabupaten', 'bantul', 'date']"
857,5,0.9513,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['mari', 'putus', 'rantai', 'sebar', 'virus', 'allcaps', 'covid', 'allcaps', 'number', 'allcaps', 'stay', 'home', 'tenang', 'waspada', 'allcaps', 'sayang', 'keluarga']"
858,1,0.9562,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['dicurhatin', 'sih', 'pasien', 'covid', 'jenuh', 'bete', 'ruang', 'isolasi', 'mulu', 'idupnya', 'rebah', 'main', 'hape', 'makan', 'mandi', 'repeat', 'ruang_isolasi', 'ruang_isolasi', 'ruang_isolasi']"
859,6,0.9375,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['anggota', 'komisi', 'ii', 'kepala', 'daerah', 'ambil', 'langkah', 'strategis', 'tangan', 'corona', 'covid', 'number', 'news']"
860,6,0.9124,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['angka', 'positif', 'covid', 'number', 'tembus', 'number', 'perintah', 'masyarakat', 'disiplin']"
861,2,0.8017,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['sangkut', 'covid', 'mcm', 'saran', 'pakai', 'mask', 'kau', 'sebar', 'sebar']"
862,4,0.9374,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['covid', 'number', 'pukul', 'ekonomi', 'perintah', 'stimulus', 'dunia', 'usaha', 'industri', 'allcaps', 'umkm', 'allcaps', 'indonesia']"
863,5,0.7903,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['allcaps', 'distensif', 'allcaps', 'distensif', 'number', 'kali', 'diskus', 'kait', 'nang', 'allcaps', 'covid', 'allcaps', 'number', 'pandang', 'sehat', 'masyarakat', 'narasumber', 'irvan', 'afriandi', 'grad', 'dipl', 'allcaps', 'oeh', 'allcaps', 'allcaps', 'mph', 'allcaps', 'wakil', 'dekan', 'fakultas', 'dokter', 'unpad']"
864,2,0.8904,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['orang', 'bahaya', 'covid', 'number', 'lurus', 'belok', 'pergi']"
865,5,0.7193,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['salah', 'teman', 'ngegame', 'positif', 'covid', 'number', 'sembuh', 'ngerti', 'panik', 'takut', 'langsung', 'sedih']"
866,0,0.8748,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['covid', 'la', 'nak', 'hibur', 'orang', 'bodoh']"
867,4,0.9687,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['gubernur', 'trend', 'positif', 'covid', 'sulsel', 'khawatir', 'lg', 'daerah', 'mudik', 'jkt', 'mksr', 'daerah', 'cemas', 'lg', 'allcaps', 'otg', 'allcaps', 'allcaps', 'psbb', 'allcaps', 'maki', 'kodong', 'cepat', 'ki', 'sblum', 'lambat', 'kasihan']"
868,2,0.6837,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'nkri', 'allcaps', 'lawan', 'corona', 'hasil', 'tes', 'swab', 'wanita', 'praja', 'allcaps', 'ipdn', 'allcaps', 'negatif', 'covid', 'number']"
869,2,0.9805,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['surat', 'buka', 'dokter', 'allcaps', 'pdui', 'allcaps', 'jadi', 'perhati', 'allcaps', 'who', 'allcaps', 'kemarin', 'livestreaming', 'number', 'juta', 'item', 'alat', 'allcaps', 'apd', 'allcaps', 'kirim', 'number', 'negara', 'allcaps', 'bin', 'allcaps', 'buka', 'lowong', 'kerja', 'jadi', 'rawan', 'covid', 'number', 'aneh', 'bingung', 'hadap', 'wabah', 'covid', 'number', 'utang', 'cepat', 'bingung', 'iya', 'sih']"
870,3,0.9326,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['nanya', 'repeated', 'kali', 'covid', 'number', 'indonesia', 'iya', 'maret', 'tanggal', 'brp', 'gitu', 'repeated']"
871,5,0.9663,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['kawal', 'ketat', 'benar', 'raja', 'sebahagian', 'industri', 'jaya', 'laksana', 'cetus', 'naik', 'dadak', 'kes', 'positif', 'allcaps', 'covid', 'allcaps', 'number', 'selamat', 'nyawa', 'duduk', 'sosio', 'ekonomi', 'rakyat', 'wang', 'negara']"
872,2,0.6189,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['informasi', 'sebar', 'covid', 'number', 'kabupaten', 'bantul', 'dasar', 'data', 'dinas', 'sehat', 'kabupaten', 'bantul', 'sabtu', 'number', 'number', 'number', 'allcaps', 'wib', 'allcaps', 'number', 'pasien', 'positif', 'camat', 'bambanglipuro', 'sembuh']"
873,2,0.8748,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['covid', 'selesai', 'pudar', 'sedih', 'iya', 'heuheu']"
874,1,0.8539,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['covid', 'number', 'puluh', 'iya', 'dok']"
875,1,0.9663,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['heran', 'sih', 'tahun', 'paham', 'tular', 'allcaps', 'hiv', 'allcaps', 'allcaps', 'aids', 'allcaps', 'ngejauhin', 'derita', 'takut', 'tular', 'covid', 'number', 'bukti', 'masyarakat', 'sulit', 'dapat', 'informasi', 'susah', 'kasih', 'tau']"
876,6,0.9416,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['indonesia', 'jibaku', 'lawan', 'pandemi', 'covid', 'number', 'sungguh', 'sia', 'sia', 'bukti', 'ahli', 'kaya', 'alam', 'penjara']"
877,5,0.9452,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['covid', 'hilang', 'edar', 'kebun', 'enak', 'bau', 'keringetan', 'kayak', 'sarung', 'tangan', 'ace', 'harga', 'an', 'pendek', 'ikea']"
878,0,0.9726,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['terima', 'kasih', 'dokter', 'awat', 'tenaga', 'medis', 'bantu', 'berantas', 'pandemi', 'allcaps', 'covid', 'allcaps', 'number', 'bantu', 'tenaga', 'medis', 'iya', 'lupa', 'stock', 'yupi', 'suka', 'biar', 'hepi', 'rumah', 'elongated', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis']"
879,2,0.9539,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['ketua', 'arah', 'kesihatan', 'datuk', 'noor', 'hisham', 'abdullah', 'number', 'saring', 'duduk', 'menara', 'plaza', 'city', 'one', 'number', 'positif', 'covid', 'number']"
880,1,0.9583,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['elok', 'je', 'rmo', 'extend', 'fasa', 'number', 'patut', 'ketat', 'sesetangah', 'industri', 'buka', 'barber', 'shop', 'rugi', 'kesihatan', 'negara', 'bebas', 'covid', 'kena', 'korban']"
881,2,0.9326,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['amerika', 'egois', 'repeated', 'potret', 'buruk', 'negara', 'kapitalis', 'tangangi', 'allcaps', 'covid', 'allcaps', 'number']"
882,0,0.9124,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['imbas', 'pandemi', 'covid', 'number', 'renault', 'libur', 'karyawan', 'tim', 'mei']"
883,3,0.9027,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['malam', 'nu', 'muhammadiyah', 'inggris', 'kaji', 'voluntarisme', 'covid', 'number']"
884,6,0.9204,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['corona', 'rajalela', 'motivator', 'tung', 'desem', 'waringin', 'positif', 'infeksi', 'covid', 'number']"
885,0,0.8905,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['la', 'yb', 'elok', 'kena', 'darah', 'kena', 'covid']"
